     15.000,   161.                        
     15.100,   138.
     15.200,   167.
     15.300,   145.
     15.400,   141.
     15.500,   123.
     15.600,   126.
     15.700,   120.
     15.800,   133.
     15.900,   124.
     16.000,   112.
     16.100,   124.
     16.200,   140.
     16.300,   127.
     16.400,   121.
     16.500,   133.
     16.600,   109.
     16.700,   139.
     16.800,   128.
     16.900,   133.
     17.000,   135.
     17.100,   119.
     17.200,   147.
     17.300,   125.
     17.400,   128.
     17.500,   114.
     17.600,   143.
     17.700,   154.
     17.800,   132.
     17.900,   155.
     18.000,   130.
     18.100,   120.
     18.200,   125.
     18.300,   142.
     18.400,   131.
     18.500,   123.
     18.600,   152.
     18.700,   115.
     18.800,   151.
     18.900,   153.
     19.000,   149.
     19.100,   141.
     19.200,   125.
     19.300,   150.
     19.400,   139.
     19.500,   153.
     19.600,   130.
     19.700,   137.
     19.800,   175.
     19.900,   140.
     20.000,   145.
     20.100,   151.
     20.200,   156.
     20.300,   137.
     20.400,   131.
     20.500,   168.
     20.600,   150.
     20.700,   149.
     20.800,   179.
     20.900,   155.
     21.000,   168.
     21.100,   143.
     21.200,   166.
     21.300,   164.
     21.400,   175.
     21.500,   166.
     21.600,   173.
     21.700,   184.
     21.800,   167.
     21.900,   181.
     22.000,   206.
     22.100,   200.
     22.200,   184.
     22.300,   192.
     22.400,   198.
     22.500,   194.
     22.600,   202.
     22.700,   201.
     22.800,   213.
     22.900,   225.
     23.000,   204.
     23.100,   234.
     23.200,   248.
     23.300,   260.
     23.400,   264.
     23.500,   295.
     23.600,   327.
     23.700,   329.
     23.800,   396.
     23.900,   350.
     24.000,   343.
     24.100,   314.
     24.200,   335.
     24.300,   342.
     24.400,   392.
     24.500,   400.
     24.600,   434.
     24.700,   441.
     24.800,   504.
     24.900,   617.
     25.000,   716.
     25.100,   842.
     25.200,   975.
     25.300,  1140.
     25.400,  1323.
     25.500,  1637.
     25.600,  2089.
     25.700,  3116.
     25.800,  4590.
     25.900,  7678.
     26.000, 13266.
     26.100, 23192.
     26.200, 39396.
     26.300, 59484.
     26.400, 70997.
     26.500, 56942.
     26.600, 28844.
     26.700, 11835.
     26.800,  5493.
     26.900,  3004.
     27.000,  2036.
     27.100,  1571.
     27.200,  1258.
     27.300,   931.
     27.400,   782.
     27.500,   673.
     27.600,   621.
     27.700,   503.
     27.800,   479.
     27.900,   361.
     28.000,   370.
     28.100,   318.
     28.200,   276.
     28.300,   310.
     28.400,   284.
     28.500,   270.
     28.600,   240.
     28.700,   274.
     28.800,   229.
     28.900,   224.
     29.000,   211.
     29.100,   210.
     29.200,   204.
     29.300,   209.
     29.400,   204.
     29.500,   204.
     29.600,   191.
     29.700,   199.
     29.800,   191.
     29.900,   173.
     30.000,   212.
     30.100,   194.
     30.200,   179.
     30.300,   198.
     30.400,   160.
     30.500,   175.
     30.600,   215.
     30.700,   153.
     30.800,   197.
     30.900,   155.
     31.000,   153.
     31.100,   159.
     31.200,   174.
     31.300,   152.
     31.400,   182.
     31.500,   172.
     31.600,   167.
     31.700,   147.
     31.800,   156.
     31.900,   156.
     32.000,   173.
     32.100,   166.
     32.200,   154.
     32.300,   148.
     32.400,   171.
     32.500,   155.
     32.600,   160.
     32.700,   151.
     32.800,   188.
     32.900,   171.
     33.000,   134.
     33.100,   127.
     33.200,   156.
     33.300,   151.
     33.400,   154.
     33.500,   156.
     33.600,   150.
     33.700,   162.
     33.800,   180.
     33.900,   132.
     34.000,   150.
     34.100,   147.
     34.200,   172.
     34.300,   151.
     34.400,   146.
     34.500,   149.
     34.600,   161.
     34.700,   165.
     34.800,   150.
     34.900,   160.
     35.000,   156.
     35.100,   160.
     35.200,   154.
     35.300,   147.
     35.400,   139.
     35.500,   151.
     35.600,   145.
     35.700,   143.
     35.800,   160.
     35.900,   148.
     36.000,   154.
     36.100,   162.
     36.200,   175.
     36.300,   149.
     36.400,   152.
     36.500,   164.
     36.600,   137.
     36.700,   170.
     36.800,   156.
     36.900,   143.
     37.000,   161.
     37.100,   143.
     37.200,   164.
     37.300,   148.
     37.400,   145.
     37.500,   151.
     37.600,   115.
     37.700,   172.
     37.800,   159.
     37.900,   147.
     38.000,   149.
     38.100,   158.
     38.200,   144.
     38.300,   156.
     38.400,   157.
     38.500,   161.
     38.600,   165.
     38.700,   168.
     38.800,   142.
     38.900,   139.
     39.000,   149.
     39.100,   164.
     39.200,   153.
     39.300,   145.
     39.400,   171.
